265	164	119	99	
265	165	118	96	
294	205	89	55	
263	162	113	51	
290	205	90	55	
262	161	113	51	
286	206	92	53	
261	161	113	48	
290	207	86	51	
260	161	112	50	
290	204	84	56	
258	160	112	49	
287	202	86	57	
257	158	112	54	
282	202	88	54	
261	157	106	54	
286	204	82	45	
254	156	110	55	
252	155	110	56	
250	154	110	57	
249	153	112	72	
248	152	107	60	
246	152	109	74	
244	148	105	62	
238	147	109	65	
238	144	107	64	
239	146	105	75	
233	144	107	64	
235	143	102	64	
230	141	105	54	
247	181	83	33	
241	136	89	51	
245	179	85	36	
239	138	88	50	
245	179	81	34	
239	135	88	53	
237	134	84	76	
235	134	85	76	
218	133	100	76	
215	162	102	44	
231	132	84	40	
214	168	99	36	
212	130	100	46	
209	159	100	43	
216	128	91	40	
206	157	103	45	
210	128	95	42	
206	157	100	43	
210	128	95	42	
202	124	100	72	
201	124	99	74	
202	124	94	72	
196	120	97	77	
196	160	94	35	
193	120	97	47	
192	157	95	36	
187	118	94	42	
192	156	92	35	
187	117	94	43	
182	116	95	73	
180	116	98	73	
179	115	96	70	
176	114	95	69	
172	112	96	70	
170	112	93	69	
166	109	93	68	
160	109	97	67	
157	108	97	66	
152	108	99	66	
150	107	97	64	
150	105	94	65	
148	104	93	65	
137	104	100	65	
137	103	96	64	
129	103	101	63	
128	100	99	65	
123	100	98	63	
119	100	100	63	
112	96	103	66	
107	96	103	64	
104	96	103	64	
99	96	103	63	
93	96	105	62	
80	96	113	61	
73	96	115	60	
73	96	110	63	
60	97	112	60	
56	96	116	62	
48	96	113	60	
47	96	114	59	
35	95	120	60	
27	96	123	59	
22	95	121	58	
12	95	125	58	
13	96	117	56	
0	96	123	55	
0	96	95	54	
0	96	106	54	
0	97	96	51	
0	95	96	54	
0	96	90	53	
0	95	83	54	
0	96	76	53	
0	97	69	51	
0	98	62	50	
0	98	55	51	
817	147	36	74	
547	173	44	62	
546	175	43	65	
544	176	43	67	
542	179	45	69	
540	180	46	67	
537	180	47	70	
534	180	50	70	
529	181	44	65	
529	181	44	65	
